Ticker,Price,EPS,Book Value,Dividend per Share,Net Income,Shareholder Equity,Current Liabilities,EBIT,Total Assets,Total Liabilities,Revenue,Operating Income,Free Cash Flow
20MICRONS.NS,240.8000030517578,17.4,121.679,1.25,623763000.0,4293638000.0,2193068000.0,940218000.0,7145086000.0,2804542000.0,9116589000.0,1006005000.0,-448938000.0
21STCENMGM.NS,56.95000076293945,-9.33,48.584,2.5,123377000.0,510134000.0,58581000.0,195127000.0,570650000.0,60516000.0,1128817000.0,194428000.0,51478000.0
360ONE.NS,1078.9000244140625,26.56,180.591,12.0,10153000000.0,70651200000.0,6828100000.0,22338400000.0,197687000000.0,127035800000.0,26353100000.0,12834300000.0,-24661100000.0
3IINFOLTD.NS,22.36000061035156,2.45,18.139,0.0,253500000.0,3068800000.0,2219800000.0,192000000.0,5728200000.0,2659300000.0,7257600000.0,-68400000.0,397400000.0
3MINDIA.NS,31160.0,440.87,1639.135,160.0,4760674000.0,18464969000.0,10429558000.0,7842089000.0,30145917000.0,11680948000.0,44428602000.0,7262615000.0,2996842000.0
3PLAND.NS,49.0099983215332,1.16,77.6,0.0,20902000.0,1397045000.0,1586000.0,19258000.0,1534936000.0,137891000.0,36586000.0,19258000.0,11711000.0
5PAISA.NS,375.75,19.1,193.087,0.0,682331000.0,6036420000.0,681170000.0,1150199000.0,16666280000.0,10629860000.0,2291565000.0,-156697000.0,899030000.0
63MOONS.NS,996.2000122070312,5.19,742.146,2.0,-331704000.0,34143354000.0,2217552000.0,-546872000.0,36785417000.0,2429822000.0,466381000.0,-2674548000.0,-1540551000.0
A2ZINFRA.NS,18.739999771118164,0.51,2.589,0.0,89731000.0,451660000.0,4264157000.0,179970000.0,4984243000.0,4718478000.0,3362675000.0,37220000.0,508800000.0
AAATECH.NS,82.58999633789062,2.74,24.101,0.5,35103000.0,308251000.0,17292000.0,47007000.0,325543000.0,17292000.0,254555000.0,31306000.0,13964000.0
AADHARHFC.NS,502.4500122070313,21.57,147.717,0.0,9118300000.0,63722900000.0,25880400000.0,23313400000.0,232239600000.0,168516700000.0,28351700000.0,21306300000.0,-30414500000.0
AAKASH.NS,11.210000038146973,6.01,5.78,0.0,62036306.0,585226440.0,272008954.0,101563781.0,937560010.0,352333570.0,922326130.0,96077470.0,66822070.0
AAREYDRUGS.NS,65.69999694824219,1.43,5.892,0.0,40239000.0,1384805000.0,968804000.0,101189000.0,2382662000.0,997857000.0,4739433000.0,3065000.0,44486000.0
AARON.NS,431.5499877929688,7.84,41.085,1.2,82432000.0,430297000.0,196892000.0,136704000.0,828242000.0,397945000.0,779305000.0,134506000.0,6436000.0
AARTECH.NS,61.619998931884766,0.87,9.622,0.25,27300000.0,314556000.0,108221000.0,22826000.0,428093000.0,113154000.0,363522000.0,32140000.0,-20123000.0
AARTIDRUGS.NS,490.75,20.66,149.836,1.0,1681600000.0,13690000000.0,8369700000.0,2476400000.0,25746800000.0,12053357000.0,23870300000.0,2312800000.0,674200000.0
AARTIIND.NS,389.4500122070313,6.52,154.616,1.0,3308700000.0,56051200000.0,34664000000.0,5435300000.0,111135200000.0,55083000000.0,71313200000.0,5998400000.0,-1440400000.0
AARTIPHARM.NS,852.6500244140625,29.38,219.622,3.5,2724048000.0,19899064000.0,6570495000.0,3875859000.0,29064051000.0,9164987000.0,21150745000.0,3774666000.0,-1123169000.0
AARTISURF.NS,485.3500061035156,18.03,275.219,0.0,145447000.0,2326248000.0,1863031000.0,322536000.0,4771871000.0,2445623000.0,6590854000.0,245642000.0,-90977000.0
AARVEEDEN.NS,186.6100006103516,7.89,15.23,0.0,185439000.0,357420000.0,1197712000.0,456541000.0,2044125000.0,1686705000.0,424529000.0,-942518000.0,274717000.0
AARVI.NS,114.30999755859376,6.73,84.617,2.0,100445000.0,1253234000.0,800795000.0,142944000.0,2130294000.0,877060000.0,5103890000.0,118186000.0,-122984000.0
AAVAS.NS,1683.0,73.55,551.066,0.0,5741082000.0,43608323000.0,48849000.0,5265125000.0,186184740000.0,142576417000.0,21252141000.0,5265125000.0,-16901968000.0
ABAN.NS,43.31999969482422,-155.0,-4352.773,0.0,-8893920000.0,-254019960000.0,269344720000.0,2459520000.0,15329850000.0,269349810000.0,4756550000.0,1390140000.0,1376520000.0
ABB.NS,5068.0,84.63,339.529,43.27,18716400000.0,70754000000.0,52739600000.0,25286600000.0,123913300000.0,53159300000.0,120876700000.0,22102300000.0,11178500000.0
ABBOTINDIA.NS,33065.0,684.39,1992.136,475.0,14144400000.0,42331500000.0,14071900000.0,18983800000.0,59173100000.0,16841600000.0,64069700000.0,16446500000.0,9592400000.0
ABDL.NS,527.2999877929688,8.8,55.159,3.6,1948640000.0,15428555000.0,18518699000.0,3907848000.0,35346596000.0,19717372000.0,33438748000.0,3772725000.0,-8089104000.0
ABFRL.NS,77.18000030517578,-4.69,60.571,0.0,-3758200000.0,68121700000.0,39187400000.0,-1509900000.0,166395000000.0,98262100000.0,73547300000.0,-4899800000.0,10090600000.0
ABINFRA.NS,194.66000366210932,4.03,22.963,0.0,161214000.0,1103782000.0,1101631000.0,287277000.0,2491414000.0,1387632000.0,2081688000.0,276224000.0,-280204000.0
ABMINTLLTD.NS,48.130001068115234,-1.41,14.096,0.0,-13644000.0,135279000.0,232209000.0,-16650000.0,370204000.0,234925000.0,801932000.0,-21658000.0,-12356000.0
ABREL.NS,1854.5999755859373,-17.65,343.767,2.0,-1612800000.0,38402600000.0,84170100000.0,-1332500000.0,165331700000.0,126449000000.0,12033700000.0,-271500000.0,-15795100000.0
ABSLAMC.NS,895.7999877929688,33.65,129.186,24.0,9306000000.0,37268700000.0,2580500000.0,12502000000.0,41144300000.0,3875600000.0,16847800000.0,9503100000.0,6772000000.0
ACC.NS,1859.5,128.31,988.078,7.5,24021200000.0,185548400000.0,56681500000.0,32350000000.0,254126100000.0,68539800000.0,206721500000.0,20600500000.0,-2569600000.0
ACCELYA.NS,1404.699951171875,86.46,186.014,80.0,1290159000.0,2776759000.0,1064295000.0,1780290000.0,4493375000.0,1716616000.0,5284914000.0,1663615000.0,1253104000.0
ACCURACY.NS,7.210000038146973,0.31,7.714,0.0,46520000.0,1207890000.0,1658630000.0,189970000.0,3151040000.0,1943150000.0,9460630000.0,179450000.0,-68250000.0
ACE.NS,999.0,35.48,135.69,2.0,4092186000.0,16147255000.0,10815089000.0,5777722000.0,27108470000.0,10944133000.0,33245835000.0,4880701000.0,1909866000.0
ACEINTEG.NS,24.020000457763672,-1.53,16.777,0.0,-15600000.0,175400000.0,5500000.0,-20800000.0,182100000.0,6700000.0,85500000.0,-25600000.0,-2200000.0
ACI.NS,698.3499755859375,12.76,151.021,3.0,1621487000.0,18640132000.0,1972780000.0,2304394000.0,23934340000.0,5294165000.0,10394407000.0,2354941000.0,-873384000.0
ACL.NS,70.77999877929688,-17.15,15.683,0.0,-1521100000.0,1445500000.0,2908100000.0,-1036800000.0,11444100000.0,9998600000.0,2728700000.0,-1005900000.0,-250400000.0
ACLGATI.NS,62.95000076293945,1.14,54.876,0.0,133400000.0,8131000000.0,3080800000.0,270100000.0,13732800000.0,4973400000.0,15099400000.0,-70500000.0,684600000.0
ACMESOLAR.NS,284.0,6.3,78.612,0.4,2521080000.0,45105800000.0,13195300000.0,10972430000.0,184037390000.0,138944470000.0,14051310000.0,9481170000.0,-17229740000.0
ACUTAAS.NS,1396.300048828125,13.44,163.487,1.5,1604177000.0,13096287000.0,2022474000.0,2223814000.0,15492611000.0,2291807000.0,10068755000.0,2054520000.0,-763002000.0
ADANIENSOL.NS,828.2000122070312,20.47,183.705,0.0,10599700000.0,220682000000.0,99226800000.0,42100200000.0,739601000000.0,509488400000.0,235461500000.0,65430900000.0,-6829200000.0
ADANIENT.NS,2388.39990234375,54.37,413.193,1.3,70990000000.0,503139700000.0,473831500000.0,153663400000.0,1981355400000.0,1416650900000.0,977110800000.0,104430900000.0,-246580400000.0
ADANIGREEN.NS,973.4000244140624,9.98,67.631,0.0,14440000000.0,121370000000.0,168880000000.0,70520000000.0,1113980000000.0,888250000000.0,112120000000.0,64070000000.0,-164120000000.0
ADANIPORTS.NS,1369.4000244140625,52.29,288.263,7.0,110923100000.0,624353900000.0,209859900000.0,157163000000.0,1353322300000.0,703588900000.0,304753300000.0,141183700000.0,91773600000.0
ADANIPOWER.NS,606.0,31.19,146.093,0.0,129387700000.0,563470900000.0,164409900000.0,194321200000.0,1129175700000.0,552440100000.0,561318200000.0,177547200000.0,99420700000.0
ADFFOODS.NS,229.97000122070312,6.32,44.843,1.2,692557000.0,4926606000.0,692757000.0,941768000.0,6281978000.0,1355372000.0,5580117000.0,840656000.0,-38225000.0
ADL.NS,84.0,0.1,145.052,0.0,565000.0,507684000.0,238466000.0,23367000.0,784638000.0,276954000.0,524815000.0,10762000.0,13200000.0
ADOR.NS,915.0499877929688,17.62,291.384,20.0,600500000.0,5070900000.0,1735200000.0,911200000.0,6939300000.0,1868400000.0,11178700000.0,917100000.0,958400000.0
ADROITINFO.NS,11.239999771118164,0.13,18.061,0.0,6883000.0,746764000.0,196737000.0,24698000.0,964756000.0,217992000.0,317122000.0,-34381000.0,-218219000.0
ADSL.NS,158.47999572753906,5.63,112.286,1.5,321100000.0,6017600000.0,2104600000.0,690600000.0,9253500000.0,2789700000.0,8070700000.0,244500000.0,816000000.0
ADVANIHOTR.NS,59.04999923706055,2.72,8.801,1.9,264355000.0,814202000.0,195479000.0,354110000.0,1078191000.0,263989000.0,1074075000.0,316123000.0,179166000.0
ADVENZYMES.NS,316.6499938964844,12.24,126.998,5.2,1311150000.0,14208630000.0,967550000.0,1909210000.0,16213470000.0,1526770000.0,6365070000.0,1605790000.0,1077160000.0
AEGISLOG.NS,697.5,18.88,131.932,8.0,6633779000.0,46308211000.0,13419861000.0,11472110000.0,112327536000.0,55112810000.0,65691109000.0,9516013000.0,-3866713000.0
AEGISVOPAK.NS,251.6199951171875,1.25,19.415,0.0,865440000.0,9971650000.0,2132300000.0,2902840000.0,45234010000.0,35262360000.0,5617610000.0,2858510000.0,-3255250000.0
AEROENTER.NS,94.36000061035156,6.91,61.964,0.3,531200000.0,7007219000.0,1283158000.0,1145522000.0,9751019000.0,1520458000.0,5785377000.0,871305000.0,352243000.0
AEROFLEX.NS,186.83999633789065,3.66,26.478,0.3,525076000.0,3424162000.0,822436000.0,702845000.0,4265511000.0,841349000.0,3665869000.0,626176000.0,-768789000.0
AETHER.NS,765.5499877929688,13.21,167.36,0.0,1584180000.0,22258860000.0,3507030000.0,2259170000.0,26442200000.0,4183340000.0,8386900000.0,1961500000.0,-3522030000.0
AFCONS.NS,435.1000061035156,14.5,143.033,2.5,4868100000.0,52605200000.0,83347500000.0,11707000000.0,171192200000.0,118571600000.0,125037600000.0,11235000000.0,-4766900000.0
AFFLE.NS,1958.300048828125,28.44,210.124,0.0,3818690000.0,29464570000.0,6286370000.0,4802280000.0,36217700000.0,6753130000.0,22663080000.0,3864630000.0,2660890000.0
AFFORDABLE.NS,396.2000122070313,-7.03,89.49,0.0,-116488000.0,1007464000.0,1066372000.0,-42422000.0,2327569000.0,1320105000.0,1625584000.0,-52348000.0,-293983000.0
AFIL.NS,6.929999828338623,0.78,8.949,0.0,332319000.0,3822067800.0,70976500.0,458257800.0,6753644200.0,2931576400.0,985785900.0,458257800.0,-1792648000.0
AFSL.NS,221.69000244140625,23.11,212.365,0.0,1085106000.0,10740602000.0,18551994000.0,1954612000.0,30598288000.0,18952344000.0,32654646000.0,1901838000.0,-1210971000.0
AGARIND.NS,828.7999877929688,77.34,419.335,3.3,1156865000.0,6271175000.0,5270903000.0,1648562000.0,13446684000.0,7175509000.0,23989270000.0,1543104000.0,-650123000.0
AGARWALEYE.NS,451.5,1.26,59.092,0.0,219300000.0,18665900000.0,4777600000.0,1289000000.0,36715700000.0,17447500000.0,10438900000.0,890900000.0,394300000.0
AGI.NS,937.6500244140624,53.83,324.181,7.0,3224200000.0,20977300000.0,7432700000.0,5114900000.0,34962100000.0,13984800000.0,25288200000.0,4367000000.0,1746300000.0
AGIIL.NS,1186.199951171875,27.32,120.651,0.5,666642000.0,2947980000.0,8031321000.0,868083000.0,11963768000.0,9015788000.0,3248732000.0,742329000.0,-678269000.0
AGRITECH.NS,141.24000549316406,-0.92,169.0,0.0,-11125000.0,1001391000.0,18051000.0,-11125000.0,1019521000.0,18130000.0,1802000.0,-11134000.0,-19434000.0
AGROPHOS.NS,38.91999816894531,0.42,32.123,0.0,-52791000.0,482584000.0,484210000.0,-40736000.0,987442000.0,504858000.0,655445000.0,-39164000.0,13301000.0
AGSTRA.NS,5.409999847412109,-13.96,44.052,0.0,-800880000.0,4616610000.0,10026730000.0,9860000.0,20912030000.0,16295420000.0,14706340000.0,-125930000.0,2973210000.0
AHLADA.NS,59.47999954223633,2.87,106.42,1.6,37056000.0,1391439000.0,644161000.0,107190000.0,2116235000.0,724796000.0,1319951000.0,104032000.0,135549000.0
AHLEAST.NS,157.47999572753906,10.13,140.859,1.0,175203000.0,2435690000.0,2684624000.0,667128000.0,6689521000.0,4253831000.0,1130228000.0,256686000.0,-104744000.0
AHLUCONT.NS,925.4000244140624,33.26,268.475,0.5,2020813000.0,17984474000.0,14193739000.0,3311100000.0,37059462000.0,19074988000.0,40986231000.0,2753633000.0,1706433000.0
AIAENG.NS,3127.39990234375,118.22,741.952,16.0,10607360000.0,69269984000.0,7878821000.0,13895215000.0,78340737000.0,8969959000.0,42266227000.0,10461423000.0,10252412000.0
AIIL.NS,2909.800048828125,240.65,866.731,1.0,42414100000.0,146893400000.0,678100000.0,40332900000.0,160874100000.0,13980700000.0,45783400000.0,40332900000.0,-2588500000.0
AIRAN.NS,26.770000457763672,1.47,11.71,0.0,184114000.0,1443069000.0,165002000.0,237355000.0,1788738000.0,255326000.0,1064984000.0,126676000.0,158091000.0
AIROLAM.NS,108.33999633789062,1.8,48.77,0.0,27032000.0,733100000.0,1164054000.0,114775000.0,2164750000.0,1440694000.0,2142271000.0,89435000.0,-37960000.0
AJANTPHARM.NS,2703.300048828125,74.54,301.586,54.0,9203900000.0,37902900000.0,9961000000.0,12098900000.0,50149500000.0,12246600000.0,45875100000.0,11284600000.0,8393100000.0
AJAXENGG.NS,689.9500122070312,21.52,101.148,0.0,2600960000.0,11571370000.0,3136840000.0,3072100000.0,14824500000.0,3253130000.0,20739150000.0,3072100000.0,192680000.0
AJMERA.NS,907.9500122070312,34.89,306.4,4.5,1259500000.0,12065100000.0,3229600000.0,2427500000.0,22545400000.0,9312700000.0,7379500000.0,2276500000.0,19200000.0
AJOONI.NS,5.159999847412109,0.2,2.274,0.0,33720000.0,880789000.0,48212000.0,46635000.0,950511000.0,69722000.0,1146919000.0,25945696.8,-197690000.0
AKASH.NS,26.700000762939453,0.3,50.59,0.0,5522000.0,846650000.0,1095673000.0,57563000.0,2082915000.0,1235503000.0,579964000.0,50083000.0,92642000.0
AKG.NS,12.68000030517578,0.27,16.043,0.0,8581000.0,529065000.0,253593000.0,20898000.0,787439000.0,258374000.0,1330914000.0,18056000.0,12016000.0
AKI.NS,9.479999542236328,0.2,7.357,0.0,16778000.0,651369000.0,459230000.0,45605000.0,1143663000.0,492294000.0,809618000.0,-19634000.0,-51520000.0
AKSHAR.NS,0.5099999904632568,-0.12,1.12,0.0,-44481000.0,882116000.0,58300000.0,-47881000.0,981131000.0,99015000.0,1167691000.0,-48754000.0,-320811000.0
AKSHARCHEM.NS,274.6499938964844,5.4,328.902,0.5,47704000.0,2637112000.0,1153822000.0,110868000.0,4153000000.0,1515888000.0,3462652000.0,108322000.0,-93803000.0
AKSHOPTFBR.NS,7.809999942779541,-1.66,0.713,0.0,-259666000.0,116043000.0,2490652000.0,-139528000.0,2815485000.0,2699442000.0,1301819000.0,-178012000.0,-219630000.0
AKUMS.NS,479.3999938964844,22.3,199.018,0.0,3381760000.0,30470140000.0,8937470000.0,3756600000.0,41134420000.0,10498310000.0,40710930000.0,3106510000.0,1928840000.0
AKZOINDIA.NS,3402.39990234375,88.96,292.093,60.0,4295000000.0,13302000000.0,14501000000.0,5790000000.0,29034000000.0,15732000000.0,40648000000.0,5392000000.0,2045000000.0
ALANKIT.NS,14.479999542236328,0.73,11.258,0.0,198568000.0,2967193000.0,957586000.0,347751000.0,4245558000.0,1054394000.0,3010564000.0,223446000.0,-49206000.0
ALBERTDAVD.NS,808.0499877929688,11.03,687.703,5.0,172008000.0,3924834000.0,1041800000.0,255241000.0,5114156000.0,1189322000.0,3432465000.0,-28109000.0,-432917000.0
ALEMBICLTD.NS,107.73999786376952,12.33,91.073,2.4,3106768000.0,23385908000.0,1104700000.0,1579700000.0,25030000000.0,1644100000.0,2218900000.0,830900000.0,356000000.0
ALICON.NS,836.3499755859375,22.16,364.732,5.5,460608000.0,5932739000.0,5560761000.0,1066279000.0,12951092000.0,7018353000.0,17203623000.0,1032018000.0,222987000.0
ALIVUS.NS,967.5999755859376,40.35,229.77,5.0,4856270000.0,28173720000.0,4701590000.0,6565450000.0,34114530000.0,5940810000.0,23868840000.0,6219750000.0,2253370000.0
ALKALI.NS,89.51000213623047,-3.56,43.761,0.5,-57998000.0,445248000.0,449435000.0,-56338000.0,929363000.0,484115000.0,823300000.0,-48928000.0,41282000.0
ALKEM.NS,5392.0,190.85,1002.373,16.0,21654800000.0,119848700000.0,39649800000.0,26142700000.0,176911000000.0,52574700000.0,128046200000.0,21842300000.0,12372200000.0
ALKYLAMINE.NS,2104.10009765625,36.5,274.263,10.0,1861144000.0,14024844000.0,2451566000.0,2492140000.0,17888578000.0,3863734000.0,15481961000.0,2264508000.0,2154180000.0
ALLCARGO.NS,34.130001068115234,-0.71,23.313,2.1,356000000.0,24225600000.0,41005300000.0,1769200000.0,75989900000.0,49586500000.0,160215300000.0,894100000.0,1771800000.0
ALLDIGI.NS,951.4000244140624,43.46,170.288,60.0,833000000.0,2594900000.0,1084300000.0,1145900000.0,4192800000.0,1597900000.0,5463100000.0,875000000.0,1010200000.0
ALLTIME.NS,306.6000061035156,427.0,47.386,0.0,472940000.0,2487790000.0,1863000000.0,784730000.0,5623220000.0,3135430000.0,5553250000.0,781610000.0,-620220000.0
ALMONDZ.NS,19.8700008392334,1.06,14.524,0.0,173300000.0,2414100000.0,388900000.0,233700000.0,3512100000.0,1098000000.0,1511200000.0,123600000.0,134108000.0
ALOKINDS.NS,18.71999931335449,-1.57,-41.554,0.0,-8164300000.0,-206301200000.0,16191800000.0,-1832400000.0,67298700000.0,273599900000.0,37087800000.0,-3874900000.0,358500000.0
ALPA.NS,99.47000122070312,9.34,76.663,0.0,195031000.0,1714341000.0,466661000.0,258987000.0,2225934000.0,511593000.0,1124519000.0,25510000.0,-43217000.0
ALPHAGEO.NS,237.6999969482422,-9.6,421.514,8.0,-61118000.0,2684564000.0,417685000.0,-76394000.0,3122305000.0,427862000.0,1256751000.0,-175411000.0,-385567000.0
AMBER.NS,7368.5,81.08,675.8,0.0,2435580000.0,22857934000.0,45563494000.0,5419353000.0,84280980000.0,61177799000.0,96737519000.0,5672212000.0,1361029000.0
AMBICAAGAR.NS,27.459999084472656,4.66,1042.251,0.0,4886000.0,1092797000.0,296975000.0,135569000.0,2235339000.0,1142542000.0,1236159000.0,82511000.0,-73736000.0
AMBIKCO.NS,1518.300048828125,105.01,1579.127,35.0,657400000.0,9040500000.0,2129500000.0,1073900000.0,11510000000.0,2469500000.0,7020700000.0,850800000.0,1024200000.0
AMBUJACEM.NS,592.4000244140625,17.52,216.973,2.0,41674300000.0,534432500000.0,138452600000.0,61383100000.0,809454100000.0,171339900000.0,333623900000.0,34989400000.0,-64497000000.0
AMDIND.NS,50.59000015258789,0.52,73.427,0.0,9991000.0,1571347000.0,1380342000.0,109107000.0,3217219000.0,1645872000.0,2764647000.0,89015000.0,276667000.0
AMJLAND.NS,55.9900016784668,4.88,55.404,0.2,204669000.0,2271544000.0,311258000.0,331927000.0,2694430000.0,414071000.0,776458000.0,252345000.0,374782000.0
AMNPLST.NS,227.32000732421875,7.23,47.062,0.5,410015000.0,2586654000.0,1376428000.0,647091000.0,4164690000.0,1578036000.0,6607275000.0,634743000.0,256374000.0
AMRUTANJAN.NS,720.25,18.82,112.976,4.6,508347000.0,3266146000.0,845832000.0,693532000.0,4213880000.0,947734000.0,4518163000.0,516745000.0,153463000.0
ANANDRATHI.NS,2822.800048828125,38.77,81.182,14.0,2998253000.0,6739751000.0,1959910000.0,4163522000.0,9613550000.0,2737238000.0,9390946000.0,3752105000.0,2082783000.0
ANANTRAJ.NS,542.25,13.48,121.214,0.73,4258186000.0,41607857000.0,4902633000.0,5010110000.0,52345254000.0,10458459000.0,20599742000.0,4612118000.0,195987000.0
ANDHRAPAP.NS,75.8499984741211,4.15,97.603,1.0,889107000.0,19408336000.0,4403103000.0,1322760000.0,26046259000.0,6637923000.0,15222685000.0,600758000.0,-3204145000.0
ANDHRSUGAR.NS,80.20999908447266,2.55,116.48,0.8,258816000.0,15922486000.0,2155486000.0,395878000.0,21076109000.0,4195488000.0,20196893000.0,251451000.0,320858000.0
ANGELONE.NS,2677.800048828125,107.21,622.566,104.0,11720810000.0,56213980000.0,111736530000.0,18408780000.0,168886130000.0,112495110000.0,42476030000.0,11239540000.0,-20237160000.0
ANIKINDS.NS,92.91000366210938,0.81,135.237,0.0,30396000.0,3870492000.0,436579000.0,42269000.0,4493163000.0,439264000.0,1163725000.0,21428000.0,-625056000.0
ANKITMETAL.NS,1.8899999856948853,-18.2,-73.147,0.0,-987473000.0,-8826431000.0,20619773000.0,-986718000.0,11950516000.0,20776947000.0,7575032000.0,-979856000.0,351424000.0
ANMOL.NS,15.649999618530272,1.23,18.807,0.0,69900000.0,1074700000.0,2105100000.0,252000000.0,3588400000.0,2513700000.0,12742600000.0,154100000.0,-1213300000.0
ANSALAPI.NS,5.429999828338623,-10.1,-51.065,0.0,-439248000.0,-6522252000.0,63024252000.0,-255878000.0,59143120000.0,65288911000.0,5240971000.0,-270790000.0,833535000.0
ANTGRAPHIC.NS,1.149999976158142,-0.03,0.981,0.0,-4297000.0,162876000.0,1216000.0,-4262000.0,192458000.0,29582000.0,8393000.0,-4620000.0,-157000.0
ANTHEM.NS,818.25,8.01,43.104,0.0,4512590000.0,24098640000.0,3262330000.0,6668840000.0,28075830000.0,3977190000.0,18445530000.0,5921470000.0,1036670000.0
ANUHPHR.NS,88.19000244140625,4.61,32.53,1.5,473519000.0,3260248000.0,1785136000.0,616246000.0,5066277000.0,1806029000.0,6615149000.0,568402000.0,169790000.0
ANUP.NS,2305.39990234375,60.13,305.575,17.0,1183027000.0,6119581000.0,2865537000.0,1449859000.0,9261552000.0,3141971000.0,7288049000.0,1498291000.0,-517716000.0
ANURAS.NS,1138.0999755859375,11.18,259.66,1.5,933490000.0,28503130000.0,18082050000.0,3100710000.0,52688840000.0,21872290000.0,14369740000.0,2985940000.0,-4400440000.0
APARINDS.NS,8428.5,219.54,1121.167,51.0,8213000000.0,45035400000.0,63339300000.0,13693800000.0,112635500000.0,67600100000.0,184924700000.0,14626100000.0,7808700000.0
APCL.NS,145.0,-22.19,72.724,0.0,-808200000.0,2137300000.0,2242300000.0,-635400000.0,9432700000.0,7272400000.0,4300300000.0,-652200000.0,-44400000.0
APCOTEXIND.NS,403.4500122070313,11.29,106.7,6.5,540646000.0,5531837000.0,3508112000.0,924621000.0,9988529000.0,4456692000.0,13775308000.0,831882000.0,347683000.0
APEX.NS,237.2400054931641,2.93,158.576,2.0,38765000.0,4944814000.0,1044981000.0,143930000.0,6132207000.0,1187393000.0,7681456000.0,98407000.0,453717000.0
APLAPOLLO.NS,1626.300048828125,28.93,151.629,5.75,7570600000.0,42087200000.0,26301400000.0,10937200000.0,75962400000.0,33875200000.0,199962900000.0,9976600000.0,4907800000.0
APLLTD.NS,992.9500122070312,30.71,264.085,11.0,5834200000.0,51909400000.0,24123400000.0,7859500000.0,77729400000.0,25834200000.0,65397100000.0,7350400000.0,-4756500000.0
APOLLO.NS,198.63999938964844,2.12,19.802,0.25,563964000.0,6069040000.0,5767193000.0,1167622000.0,12994886000.0,6919193000.0,5620692000.0,1138768000.0,-850316000.0
APOLLOHOSP.NS,7823.5,109.52,571.153,20.0,14459000000.0,82123000000.0,45789000000.0,24616000000.0,206574000000.0,120045000000.0,215774000000.0,22758000000.0,4237000000.0
APOLLOPIPE.NS,397.0,6.25,179.975,1.0,326482000.0,7927546000.0,2883679000.0,564017000.0,12292925000.0,4365379000.0,11816354000.0,511364000.0,-1105673000.0
APOLLOTYRE.NS,466.2999877929688,13.1,232.494,5.0,11213200000.0,147656990000.0,73603050000.0,19798060000.0,273060200000.0,125403210000.0,257809730000.0,20969950000.0,10545290000.0
APOLSINHOT.NS,1421.199951171875,29.66,561.393,4.5,77249000.0,1460094000.0,1194359000.0,196859000.0,3155761000.0,1695667000.0,5417884000.0,93858000.0,86940000.0
APTECHT.NS,131.05999755859375,3.58,43.211,4.5,190788000.0,2513241000.0,1313608000.0,357141000.0,3903822000.0,1390581000.0,4601010000.0,204603000.0,129042000.0
ARCHIDPLY.NS,101.16999816894533,-2.15,52.007,0.0,-73580000.0,1039108000.0,2180876000.0,100330000.0,3923930000.0,2884822000.0,5559129000.0,84899000.0,-283051000.0
ARCHIES.NS,18.690000534057617,-0.43,38.903,0.0,-14629000.0,1302058000.0,471052000.0,21289000.0,1967753000.0,665695000.0,687532000.0,-47436000.0,70603000.0
ARE&M.NS,990.5,47.01,403.722,10.4,9446700000.0,73891300000.0,23133300000.0,13024400000.0,101682900000.0,27791600000.0,127856400000.0,11106400000.0,1511800000.0
ARENTERP.NS,46.59999847412109,0.76,70.591,0.0,2349000.0,219216000.0,2135000.0,1790000.0,221542000.0,2326000.0,15728000.0,-3475000.0,-8814397.35
ARFIN.NS,34.439998626708984,0.42,8.826,0.0,91463000.0,1567779000.0,1588288000.0,342011000.0,3442112000.0,1874333000.0,6157538000.0,322427000.0,-271420000.0
ARIES.NS,394.3500061035156,26.14,222.615,1.2,340228000.0,2895793000.0,2351088000.0,629468000.0,5814187000.0,2879808000.0,6222172000.0,629470000.0,727602000.0
ARIHANTCAP.NS,98.36000061035156,4.72,36.941,0.5,587028000.0,3844551000.0,2696081000.0,971979000.0,7869086000.0,4024535000.0,1392539000.0,-180154000.0,147594000.0
ARIHANTSUP.NS,415.5,11.45,51.864,1.5,546762000.0,3091690000.0,5036393000.0,1066678000.0,15856848000.0,12078922000.0,4988305000.0,1018931000.0,-2541031000.0
ARISINFRA.NS,140.72999572753906,-0.09,40.555,0.0,20650000.0,2311640000.0,4484250000.0,537050000.0,6966950000.0,4609340000.0,7676720000.0,467680000.0,-369910000.0
ARKADE.NS,190.6699981689453,8.37,52.072,2.0,1569324000.0,8837020000.0,2890512000.0,2131618000.0,12506179000.0,3666876000.0,6830962000.0,2011823000.0,-2268621000.0
ARMANFIN.NS,1425.9000244140625,5.81,833.688,0.0,520732000.0,8744133000.0,32648000.0,2476295000.0,22273165000.0,13529032000.0,6444798000.0,2476295000.0,4674435000.0
AROGRANITE.NS,36.02000045776367,-4.74,116.44,0.0,-64228000.0,1858594000.0,1903234000.0,60215000.0,4197407000.0,2338813000.0,1230905000.0,-36367000.0,326225000.0
ARROWGREEN.NS,563.5499877929688,35.65,124.739,4.0,631300000.0,1882600000.0,147700000.0,862100000.0,2084100000.0,183700000.0,2433500000.0,809500000.0,607800000.0
ARSSINFRA.NS,47.9900016784668,-54.56,-74.586,0.0,-77657000.0,-1695011000.0,17475416000.0,-61767000.0,15795446000.0,17490057000.0,1653880000.0,-142625000.0,-298481000.0
ARTNIRMAN.NS,50.369998931884766,0.8,14.936,0.0,19923000.0,372862000.0,114297000.0,30915000.0,688174000.0,315312000.0,273852000.0,26929000.0,-140710000.0
